"Maybe: Aggregate data into smaller set of features, then use similarity?",,,"Rookier Year Valuation Metrics: fantasy points,  ???",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DROP,,,LOOK,,,,,,,,,,,,,,,,,,Breakout Ages,,,,Total Counting Stats,,,,,,,,,,,,YTMpA,,,Dominator,,,YTMpA,,,,YTMpA Above Conference pos AVG (>30 tchs),,,,YTMpA Above Team Avg,,,,YTMpA Above Age AVG (Top 24 players,,,,Per Game Dominator,,,,Dominator,,,,DOa (Dom Over Average),,,,MS Yards,,,,Player Above/Below AVG Team YTMpA,,,,Pahowdy Score,,,,,,,Games Played,,,,,,PPR PPG,,,,,,RECs,,,,,,REC Yards,,,,,,REC TDs,,,,,,MS RECs,,,,,,MS REC Yards,,,,,,MS REC Yards (for AVG if played more then 8 games),,,,,,MS Yards above/below Average by age (top 24 players),,,,,,Player Above/Below AVG Conference REC Yds MS >6 games,,,,,,Player Above/Below AVG Team REC Yds MS,,,,,,MS REC TDs,,,,,,Per Game Dominator (Combined REC Yards Touchdown MS),,,,,,Dominator (Combined REC Yards Touchdown MS),,,,,,DOa above/below Average by age (top 24 players),,,,,,Yards Dominator (Rec's used instead of dominator),,,,,,YTMA  Yards Per Team  Attempt,,,,,,YTMA  Yards Per Team  Attempt For Scores >6 games,,,,,,Player Above/Below AVG Conference YTMA,,,,,,YTMpA (Rec Yards Per Team Pass Attempt),,,,,,YTMpA (Rec Yards Per Team Pass Attempt) >6 games,,,,,,Player YTMpA  above/below Average by age (top 24 players),,,,,,Player Above/Below AVG Conference YTMpA >6 games,,,,,,Player Above/Below AVG Team YTMpA,,,,,,Combine,,,,,,,,,,,,NFL Career Marks since 2000,,,,,,,,
Name,cfb_id,pfr_id,School,Conference,DR,DP,NFL POS,Draft Year,Designation in last Year,Landing Team,Age IN DRAFT YEAR (9/1/dy),DOB,Conference Drafted Rate,Conference Hit Rate,Age Adjusted Hit Rate AVG,Pre-Draft,Pre-Draft Percentile,Post-Draft,Post-Draft Percentile,Cr.Year BO,>20%,>30%,Decimal BOA (30%),Cr.Year BO,Years Played,G,AVG PPG,rec,YARDS,YPR,REC/g,FINAL MS YARDS RK,College Dominator Rating,Per Game College Dominator Rating,YPTpA Dominator,Yards Dominator,Conference,Team (Conference Adjusted),Age,Conference,Team,Age,First RecYds/TmPatt,Best RecYds/TmPatt,Last RecYds/TmPatt,AVG RecYds/TmPatt,First RecYds/TmPatt Above Conference AVg,Best RecYds/TmPatt Above Conference Avg,Last  RecYds/TmPatt Above Conference Avg,AVG  RecYds/TmPatt Above Conference Avg,First RecYds/TmPatt Above TM Avg,Best RecYds/TmPatt Above TM Avg,Last  RecYds/TmPatt Above TM Avg,AVG  RecYds/TmPatt Above TM Avg,First RecYds/TmPatt Above AGE Avg,Best RecYds/TmPatt Above AGE Avg,Last  RecYds/TmPatt Above AGE Avg,AVG  RecYds/TmPatt Above AGE Avg,First Dominator,Best Dominator,Last Dominator,AVG Dominator (Min 2 Seasons),First Dominator,Best Dominator,Last Dominator,AVG Dominator (Min 2 Seasons),First Doa,Last Doa,Best Doa,Doa (AVG),First MS rec Yards,last ms rec yards,Best MS rec Yards,AVG MS REC Yds,First MS rec Yards,last ms rec yards,Best MS rec Yards,AVG MS REC Yds,PPG Above conference expectation (Best Year),S/EX (MS Yards Over Expectation using a 5 year conference AVG of top producer),TeamMate Score (TeamMate Over Expected),Production Score,Efficency Score (YTMpA Over conference AVG WR1s),Calvin Johnson Index,Combine Score,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,BMI,weight,height,bench,40,3Cone,shuttle,vert,broadInches,Burst Score,HaSS,WaSS,# of top 5  finishes,# of top  12 finishes,# of top  24 finishes,Year 1 TGT%,Year 1 EP,Year 1 reFPOE,Year 1 PPG,AVG EP Season 1-3,AVG PPG (PPR) Season 1-3
Ryan Grant,ryan-grant-2,GranRy01,Tulane,CUSA (West),5,142,WR,2014,SR,WAS,23,12/19/1990,1.40%,5.60%,2.30%,4.3,53%,3.31,51%,3,21,21,21.7,2,3,36,15.6,186,2703,14.5,5.2,1,45.30%,45.30%,2.5,43.30%,0.33,0.33,-0.42,10.30%,8.10%,2.90%,1.22,2.5,2.5,2,-0.4,0.9,0.9,0.3,-0.4,1,1,0.4,-0.7,-0.1,-0.1,-0.4,21.00%,45.30%,45.30%,32.20%,19.30%,45.30%,45.30%,31.60%,-7.00%,12.90%,12.90%,1.40%,17.50%,43.30%,43.30%,31.66%,10.80%,-16.30%,26.50%,7.00%,4.19,15.00%,1.20%,0.30%,0.4,-9.30%,240,,11,,12,13,,,9.89,,18.91,17.99,,,33,,76,77,,,515,,1149,1039,,,4,,6,9,,,7.14%,,14.21%,18.87%,,,17.46%,,34.21%,43.31%,,,17.46%,,34.21%,43.31%,,,-7.80%,,3.00%,13.40%,,,-3.80%,,12.90%,22.00%,,,-6.10%,,10.70%,19.80%,,,21.05%,,26.09%,47.37%,,,21.01%,,30.15%,45.34%,,,19.30%,,30.10%,45.30%,,,-7.00%,,-1.80%,12.90%,,,12.30%,,24.20%,31.10%,,,0.6,,1.4,1.2,,,0.6,,1.4,1.2,,,-0.1,,0.6,0.4,,,1.2,,2.1,2.5,,,1.2,,2.1,2.5,,-,-0.7,-,-0.4,-0.1,-,,-0.43,,0.5,0.9,,,-0.35,,0.59,0.99,,26.25,199,73,8,4.64,6.68,4.11,35.5,119,119.85,84.54,85.86,0,0,0,2.80%,1.56,-11.1,0.86,2.64,1.92
Jared Abbrederis,jared-abbrederis-1,AbbrJa00,Wisconsin,Big Ten (Leaders),5,176,WR,2014,SR,GNB,23,12/17/1990,2.70%,11.10%,4.30%,6.4,85%,5.59,77%,3,20,21,21.71,3,4,51,13.4,202,3140,15.5,4,1,37.00%,37.70%,3.1,42.20%,0.88,0.88,0.15,9.30%,7.60%,0.80%,1.24,3.1,3.1,2.6,-0.5,1.4,1.4,0.9,-0.5,1.4,1.3,0.8,-0.7,0.5,0.4,0.2,17.00%,38.50%,37.00%,29.60%,14.40%,37.00%,37.00%,28.30%,-11.90%,4.60%,4.60%,-2.20%,11.10%,42.20%,42.20%,29.97%,-10.10%,-10.60%,7.00%,-10.68%,4.43,12.70%,0.40%,-1.30%,0.8,-9.40%,239,,11,14,13,13,,,6.33,14.46,13.26,19.38,,,20,55,49,78,,,289,933,837,1081,,,3,8,5,7,,,7.25%,16.87%,16.96%,22.16%,,,11.15%,28.45%,38.10%,42.19%,,,11.15%,28.45%,38.10%,42.19%,,,-14.10%,-1.70%,6.90%,12.30%,,,-9.50%,7.80%,17.40%,21.50%,,,-11.20%,6.10%,15.70%,19.80%,,,17.65%,23.53%,33.33%,31.82%,,,17.01%,25.99%,38.46%,37.01%,,,14.40%,26.00%,35.70%,37.00%,,,-11.90%,-5.20%,3.80%,4.60%,,,9.20%,22.70%,27.50%,32.20%,,,0.5,1.1,1.1,1.3,,,0.5,1.1,1.1,1.3,,,-0.2,0.1,0.2,0.4,,,1.2,2.9,3.1,3.1,,,1.2,2.9,3.1,3.1,,-,-0.7,0.4,0.5,0.4,-,,-0.45,1.17,1.43,1.38,,,-0.51,1.12,1.37,1.33,,25.73,195,73,4,4.5,6.8,4.08,30.5,117,110.35,93.64,95.11,0,0,0,0.00%,0,0,0,1.86,1.31
Uzoma Nwachukwu,uzoma-nwachukwu-1,NwacUz00,Texas A&M,SEC (West),UDFA,UDFA,WR,2013,SR,0,22,12/15/1990,17.80%,14.50%,1.00%,2.3,21%,1.77,21%,-,-,-,-,-,4,49,10.4,151,2242,14.8,3.1,3,19.10%,24.00%,1.3,15.60%,-0.64,-0.64,-1.02,-8.00%,-7.10%,-11.60%,1.39,1.4,1.3,1.2,-0.4,-0.4,-0.5,-0.6,-0.6,-0.6,-0.7,-0.9,-0.3,-0.3,-1.3,-1,19.70%,24.00%,24.00%,17.10%,19.70%,19.70%,18.40%,15.70%,-0.10%,-13.50%,-0.10%,-11.60%,19.30%,11.90%,19.30%,14.85%,27.60%,43.00%,43.00%,32.11%,-3.06,-9.00%,2.00%,-5.40%,-1,-,-,13,13,13,10,,,12.42,7.84,9.93,11.58,,,40,36,50,25,,,708,407,639,488,,,6,4,2,7,,,7.87%,7.00%,9.31%,5.08%,,,19.34%,11.31%,16.89%,11.86%,,,19.34%,11.31%,16.89%,11.86%,,,0.10%,-14.00%,-13.20%,-19.30%,,,-3.50%,-11.50%,-5.90%,-11.00%,,,-2.60%,-10.70%,-5.10%,-10.10%,,,20.00%,14.29%,6.90%,25.00%,,,19.67%,12.80%,11.89%,23.96%,,,19.70%,12.80%,11.90%,18.40%,,,-0.10%,-13.50%,-19.30%,-13.50%,,,13.60%,9.20%,13.10%,8.50%,,,0.8,0.4,0.7,0.6,,,0.8,0.4,0.7,0.6,,,0.2,-0.2,-0.2,-0.2,,,1.4,0.8,1.2,1.3,,,1.4,0.8,1.2,1.3,,,-0.3,-1.1,-1.3,-1.3,-,-,-0.41,-1.02,-0.62,-0.52,,,-0.51,-1.11,-0.72,-0.62,,,UNK,0,0,0,0,0,0,0,0,-,UNK,UNK,-,-,-,-,-,-,-,-,-
Mark Harrison,mark-harrison-1,HarrMa04,Rutgers,Big East,UDFA,UDFA,WR,2013,SR,0,22,12/11/1990,1.40%,7.10%,5.70%,3.4,39%,2.43,37%,0,19,19,19.72,1,3,34,10.3,107,1769,16.5,3.1,2,34.90%,37.00%,2.2,28.60%,0.09,0.09,-0.55,5.40%,2.10%,-6.90%,2.81,2.8,1.5,1.8,1.1,1.1,-0.2,0.1,1.2,1.2,-0.1,0.2,0.9,0.9,-1.1,-0.5,21.70%,50.10%,23.80%,28.10%,5.00%,45.90%,23.80%,21.00%,19.70%,-8.10%,19.70%,-3.50%,3.30%,21.50%,35.60%,28.56%,-13.00%,-5.80%,10.20%,-5.28%,2.53,7.60%,-0.20%,-1.40%,0.8,-2.00%,311,3,11,7,13,,,6.43,16.45,7.63,10.64,,,5,44,14,44,,,83,829,274,583,,,1,9,2,6,,,1.53%,13.66%,2.95%,11.28%,,,3.33%,35.61%,8.74%,21.50%,,,,35.61%,,21.50%,,,,10.30%,-21.40%,-9.70%,,,,12.50%,,-1.60%,,,,9.10%,,-5.00%,,,6.67%,56.25%,9.52%,26.09%,,,21.65%,50.11%,16.96%,23.80%,,,5.00%,45.90%,9.10%,23.80%,,,,19.70%,-22.10%,-8.10%,,,2.40%,24.60%,5.80%,16.40%,,,0.5,1.2,0.6,0.7,,,,1.2,0.6,0.7,,,,0.4,-0.3,-0.1,,,1.1,2.8,1.1,1.5,,,,2.8,1.1,1.5,,,-,0.9,-1.4,-1.1,-,-,,1.11,-0.63,-0.2,,,,1.16,-0.58,-0.16,,,28.87,231,75,17,4.46,6.99,4.33,38.5,129,129.95,121.39,116.76,-,-,-,-,-,-,-,-,-
Skye Dawson,skye-dawson-1,DawsSk00,Texas Christian,Big 12,UDFA,UDFA,WR,2013,SR,0,22,12/2/1990,13.00%,4.10%,1.00%,2.4,22%,1.84,23%,-,-,-,-,-,3,34,7.1,90,1121,12.5,2.6,3,13.80%,14.90%,1.4,15.60%,-0.55,-0.55,-1.19,-10.00%,-9.00%,-16.60%,0.67,1.5,1.2,1.1,-1,-0.2,-0.5,-0.5,-0.9,0,-0.3,-0.4,-1.3,-1,-1.4,-1.2,3.70%,19.80%,10.10%,11.20%,2.80%,18.20%,9.30%,10.10%,-23.40%,-22.60%,-13.00%,-19.70%,5.70%,14.80%,16.50%,12.32%,3.50%,7.00%,7.00%,5.43%,-6.54,-11.10%,-1.70%,-7.00%,-0.8,-,-,,10,12,12,,,,2.99,10.66,7.51,,,,12,44,34,,,,170,496,455,,,,0,5,1,,,,3.63%,12.61%,8.54%,,,,5.70%,16.47%,14.78%,,,,5.70%,16.47%,14.78%,,,,-19.60%,-13.70%,-16.40%,,,,-16.60%,-5.90%,-7.60%,,,,-15.60%,-4.80%,-6.50%,,,,0.00%,20.00%,3.85%,,,,3.70%,19.76%,10.09%,,,,2.80%,18.20%,9.30%,,,,-23.40%,-13.00%,-22.60%,,,,4.70%,14.50%,11.70%,,,,0.3,0.7,0.6,,,,0.3,0.7,0.6,,,,-0.5,0,-0.2,,,,0.7,1.5,1.2,,,,0.7,1.5,1.2,,,-,-1.3,-1,-1.4,-,-,,-1.03,-0.16,-0.46,,,,-0.92,-0.05,-0.35,,,UNK,0,0,0,0,0,0,0,0,-,UNK,UNK,-,-,-,-,-,-,-,-,-
Nick Williams,nick-williams-1,WillNi02,Connecticut,Big East,UDFA,UDFA,WR,2013,SR,0,22,11/23/1990,1.40%,7.10%,1.00%,0.9,7%,0.96,8%,-,-,-,-,-,3,33,5,41,570,13.9,1.2,4,9.10%,9.10%,0.9,12.10%,-1.19,-1.19,-1.84,-15.70%,-15.20%,-21.50%,0,0.9,0.9,0.8,-1.7,-0.8,-0.8,-1.2,-1.6,-0.7,-0.7,-1.1,-1.9,-1.7,-1.7,-1.8,0.00%,12.20%,6.00%,9.10%,12.20%,12.20%,6.00%,9.10%,-19.00%,-25.90%,-19.00%,-22.50%,0.00%,12.10%,12.10%,11.09%,-31.90%,4.10%,4.10%,-12.94%,-7.8,-16.00%,-0.20%,-5.90%,-1.2,-,-,,9,12,12,,,,0,3.88,6.12,,,,0,11,30,,,,0,236,334,,,,0,2,0,,,,0.00%,3.06%,7.73%,,,,0.00%,10.10%,12.08%,,,,0.00%,10.10%,12.08%,,,,-25.30%,-20.00%,-19.10%,,,,-23.10%,-13.00%,-11.10%,,,,-22.60%,-12.40%,-10.50%,,,,0.00%,14.29%,0.00%,,,,0.00%,12.19%,6.04%,,,,,12.20%,6.00%,,,,,-19.00%,-25.90%,,,,,6.60%,9.90%,,,,0,0.3,0.5,,,,0,0.3,0.5,,,,-0.8,-0.5,-0.4,,,,0,0.7,0.9,,,,0,0.7,0.9,,,-,-1.9,-1.9,-1.7,-,-,,-1.7,-1.04,-0.84,,,,-1.65,-1,-0.79,,,UNK,0,0,0,0,0,0,0,0,-,UNK,UNK,0,0,0,5.80%,3.42,-10.6,1.3,3.22,2.25
Zach Rogers,zach-rogers-1,RogeZa00,Tennessee,SEC (East),UDFA,UDFA,WR,2013,SR,0,22,11/22/1990,8.90%,6.70%,1.00%,1.6,13%,1.4,14%,-,-,-,-,-,3,35,5.1,60,887,14.8,1.7,4,16.50%,19.80%,1.2,13.00%,-0.86,-0.86,-1.54,-12.80%,-13.70%,-20.30%,0.58,1.2,1.2,0.8,-1.1,-0.4,-0.4,-0.9,-1.1,-0.4,-0.4,-0.9,-1.3,-1.3,-1.4,-1.5,0.00%,19.80%,19.80%,11.00%,5.10%,16.50%,16.50%,9.20%,-21.20%,-15.50%,-15.50%,-20.60%,0.00%,13.00%,13.00%,8.57%,2.60%,42.60%,42.60%,17.69%,-1.59,-13.40%,-0.60%,-7.70%,-0.8,-,-,4,11,10,10,,,0.38,3.83,3.89,12.31,,,0,14,14,32,,,0,207,189,491,,,0,1,1,7,,,0.00%,3.34%,3.52%,6.72%,,,0.00%,6.26%,6.49%,12.97%,,,,6.26%,6.49%,12.97%,,,,-19.00%,-23.60%,-18.20%,,,,-15.10%,-14.90%,-8.40%,,,,-16.00%,-15.70%,-9.30%,,,0.00%,3.85%,5.56%,20.00%,,,0.00%,5.97%,7.23%,19.78%,,,,5.10%,6.00%,16.50%,,,,-21.20%,-25.20%,-15.50%,,,,4.80%,5.00%,9.80%,,,0.1,0.3,0.3,0.7,,,,0.3,0.3,0.7,,,,-0.4,-0.4,-0.1,,,0,0.6,0.6,1.2,,,,0.6,0.6,1.2,,,-,-1.3,-1.9,-1.4,-,-,,-1.08,-1.09,-0.42,,,,-1.14,-1.16,-0.49,,,UNK,0,0,0,0,0,0,0,0,-,UNK,UNK,-,-,-,-,-,-,-,-,-
Erik Highsmith,erik-highsmith-1,HighEr00,North Carolina,ACC (Coastal),UDFA,UDFA,WR,2013,SR,0,22,11/20/1990,4.80%,6.40%,2.00%,4.3,55%,3,47%,-,20,-,-,-,4,46,10.3,167,2086,12.5,3.6,3,18.80%,19.70%,1.7,19.40%,-0.3,-0.3,-0.74,-6.30%,-6.20%,-9.60%,1.37,2.1,1.3,1.5,-0.4,0.4,-0.4,-0.3,-0.4,0.4,-0.4,-0.3,-0.3,-0.3,-1.3,-0.7,19.50%,22.30%,17.00%,18.50%,16.50%,20.60%,17.00%,16.80%,-3.30%,-14.90%,-3.30%,-10.50%,18.70%,16.80%,22.00%,16.89%,-20.70%,31.80%,31.80%,11.59%,-1.22,-7.10%,-1.80%,-4.90%,-0.1,-,-,11,11,12,12,,,8.32,7.07,13.11,12.89,,,37,25,51,54,,,425,348,726,587,,,2,3,5,5,,,10.11%,5.90%,13.78%,12.27%,,,18.69%,10.14%,21.95%,16.77%,,,18.69%,10.14%,21.95%,16.77%,,,-0.60%,-15.10%,-8.20%,-14.40%,,,-4.50%,-13.00%,-1.20%,-6.40%,,,-4.40%,-12.90%,-1.10%,-6.30%,,,14.29%,15.79%,19.23%,17.24%,,,19.49%,15.32%,22.31%,17.00%,,,16.50%,13.00%,20.60%,17.00%,,,-3.30%,-13.30%,-10.60%,-14.90%,,,14.40%,8.00%,17.90%,14.50%,,,0.6,0.5,1,0.8,,,0.6,0.5,1,0.8,,,-0.3,-0.4,0.2,-0.1,,,1.4,1,2.1,1.3,,,1.4,1,2.1,1.3,,,-0.3,-1,-0.4,-1.3,-,-,-0.37,-0.78,0.38,-0.41,,,-0.46,-0.86,0.29,-0.5,,,UNK,0,0,0,0,0,0,0,0,-,UNK,UNK,-,-,-,-,-,-,-,-,-
Marquise Goodwin,marquise-goodwin-1,GoodMa00,Texas,Big 12,3,78,WR,2013,SR,BUF,22,11/19/1990,13.00%,4.10%,4.00%,3.3,38%,4.82,71%,-,-,-,-,-,4,45,8.1,120,1364,11.4,2.7,3,12.90%,15.50%,1.2,13.50%,-0.73,-0.73,-1.22,-10.90%,-13.00%,-15.00%,0.61,1.5,0.9,1,-1.1,-0.2,-0.8,-0.7,-1,0,-0.7,-0.6,-1.1,-1,-1.7,-1.2,6.30%,19.20%,11.90%,12.30%,5.40%,14.80%,11.00%,10.50%,-14.40%,-21.00%,-14.40%,-16.80%,7.30%,9.90%,17.10%,11.48%,24.00%,18.90%,24.00%,8.57%,-6.29,-10.50%,-1.80%,-8.30%,-0.7,-9.40%,264,12,11,10,12,,,5.39,6.65,10.91,9.26,,,30,31,33,26,,,279,324,421,340,,,1,1,2,3,,,5.60%,7.00%,9.32%,6.58%,,,7.28%,11.64%,17.05%,9.94%,,,7.28%,11.64%,17.05%,9.94%,,,-12.00%,-13.70%,-13.10%,-21.30%,,,-15.10%,-10.70%,-5.30%,-12.40%,,,-17.20%,-12.80%,-7.40%,-14.50%,,,3.45%,10.00%,12.50%,12.00%,,,6.26%,11.80%,19.21%,11.88%,,,5.40%,10.80%,14.80%,11.00%,,,-14.40%,-15.40%,-16.50%,-21.00%,,,6.40%,9.30%,13.20%,8.30%,,,0.3,0.5,1,0.6,,,0.3,0.5,1,0.6,,,-0.2,-0.1,0.1,-0.2,,,0.6,0.8,1.5,0.9,,,0.6,0.8,1.5,0.9,,,-1.1,-1.1,-1,-1.7,-,-,-1.09,-0.9,-0.15,-0.76,,,-0.98,-0.79,-0.04,-0.66,,,27.02,183,69,13,4.27,0,0,0,132,-,96.82,110.1,0,0,0,8.20%,4.39,13.5,5.38,2.43,2.73
Cobi Hamilton,cobi-hamilton-1,HamiCo00,Arkansas,SEC (West),6,197,WR,2013,SR,CIN,22,11/13/1990,17.80%,14.50%,3.50%,6.1,81%,4.04,64%,-,21,-,-,-,4,45,12.4,175,2854,16.3,3.9,1,29.30%,29.30%,2.9,36.90%,-0.11,-0.11,-0.48,-4.30%,-1.40%,-7.90%,1.14,2.9,2.9,1.7,-0.7,1.1,1.1,-0.1,-0.9,0.9,0.9,-0.3,-0.6,0.3,0.3,-0.5,13.30%,29.30%,29.30%,18.90%,9.20%,29.30%,29.30%,17.20%,-10.50%,-2.60%,-2.60%,-10.10%,9.00%,36.90%,36.90%,18.58%,33.90%,36.20%,50.50%,39.50%,5.64,8.60%,-0.80%,-5.40%,0.5,-6.30%,264,9,11,13,12,,,7.97,11.91,8.63,21.13,,,19,32,34,90,,,347,630,542,1335,,,3,6,4,5,,,4.33%,6.88%,7.23%,19.65%,,,9.03%,14.52%,13.87%,36.90%,,,9.03%,14.52%,13.87%,36.90%,,,-10.20%,-10.80%,-16.30%,5.70%,,,-13.80%,-8.30%,-9.00%,14.10%,,,-11.00%,-5.50%,-6.20%,16.90%,,,9.38%,16.67%,15.38%,21.74%,,,13.29%,18.43%,14.63%,29.32%,,,9.20%,15.60%,14.60%,29.30%,,,-10.50%,-10.70%,-16.60%,-2.60%,,,6.70%,10.70%,10.50%,28.30%,,,0.6,0.9,0.6,1.6,,,0.6,0.9,0.6,1.6,,,-0.2,0.1,-0.2,0.8,,,1.1,1.6,1.2,2.9,,,1.1,1.6,1.2,2.9,,,-0.6,-0.3,-1.4,0.3,-,-,-0.67,-0.21,-0.66,1.11,,,-0.76,-0.3,-0.75,1.01,,,27.22,212,74,11,4.56,0,4.31,29.5,107,103.65,99.23,98.06,0,0,0,0.00%,0,0,0,-,-
Stedman Bailey,stedman-bailey-1,BailSt01,West Virginia,Big 12,3,92,WR,2013,JR,STL,22,11/11/1990,13.00%,4.10%,13.90%,5.3,70%,6.4,82%,2,20,20,20.81,2,3,36,20.6,210,3218,15.3,5.8,1,47.30%,47.30%,3,37.80%,0.46,0.46,-0.18,3.50%,0.20%,-3.00%,1.08,3,3,2.2,-0.6,1.3,1.3,0.5,-0.5,1.4,1.4,0.6,-0.8,0.4,0.4,-0.2,18.30%,47.30%,47.30%,32.80%,14.10%,47.30%,47.30%,31.40%,-12.20%,15.40%,15.40%,1.60%,11.40%,37.80%,37.80%,25.87%,-3.90%,49.20%,58.50%,34.56%,15.69,10.20%,2.10%,0.30%,0.7,-8.90%,255,,10,13,13,,,,7.97,20.92,32.88,,,,24,72,114,,,,317,1279,1622,,,,4,12,25,,,,6.30%,13.31%,21.27%,,,,11.45%,28.37%,37.79%,,,,11.45%,28.37%,37.79%,,,,-13.80%,-1.80%,6.60%,,,,-10.90%,6.00%,15.50%,,,,-14.20%,2.70%,12.10%,,,,16.67%,37.50%,56.82%,,,,18.27%,32.93%,47.30%,,,,14.10%,32.90%,47.30%,,,,-12.20%,1.70%,15.40%,,,,8.90%,20.80%,29.50%,,,,0.5,1.4,1.8,,,,0.5,1.4,1.8,,,,-0.4,0.5,0.9,,,,1.1,2.4,3,,,,1.1,2.4,3,,,-,-0.8,-0.1,0.4,-,-,,-0.62,0.67,1.33,,,,-0.51,0.78,1.44,,,27.69,193,70,11,4.52,6.81,4.09,34.5,117,117.15,83.71,92.48,0,0,0,7.90%,4.08,0,4.89,4.59,5.21
Donte Foster,donte-foster-1,FostDo01,Ohio,MAC (East),UDFA,UDFA,WR,2014,SR,0,23,11/10/1990,1.40%,0.00%,1.20%,3.5,40%,2.51,38%,0,21,22,22.81,3,3,40,11.1,163,2110,12.9,4.1,1,31.90%,31.90%,2.4,31.90%,0.17,0.17,-0.84,-2.50%,-1.10%,-9.40%,1.05,2.4,2.4,1.7,-0.5,0.8,0.8,0.2,-0.4,0.9,0.9,0.3,-1.5,-0.3,-0.3,-0.8,14.40%,31.90%,31.90%,23.40%,4.40%,31.90%,31.90%,19.40%,-17.80%,-0.60%,-0.60%,-7.50%,3.80%,31.90%,31.90%,21.00%,-26.80%,11.30%,13.80%,1.84%,1,2.20%,0.40%,-2.90%,0.2,-,-,,4,11,12,13,,,4.78,8.65,14.41,16.41,,,5,30,59,69,,,81,352,659,1018,,,1,5,8,7,,,1.85%,7.03%,14.75%,16.31%,,,3.84%,10.10%,20.99%,31.91%,,,,10.10%,20.99%,31.91%,,,,-20.00%,-10.20%,2.00%,,,,-13.40%,-2.50%,8.40%,,,,-12.00%,-1.10%,9.80%,,,5.00%,16.67%,34.78%,31.82%,,,14.36%,17.03%,30.21%,31.87%,,,4.40%,13.40%,27.90%,31.90%,,,,-17.80%,-4.10%,-0.60%,,,2.80%,8.60%,17.90%,24.10%,,,0.4,0.4,0.7,1.2,,,,0.4,0.7,1.2,,,,-0.5,-0.2,0.2,,,1,1,1.8,2.4,,,,1,1.8,2.4,,-,-,-1.5,-0.8,-0.3,-,,,-0.52,0.21,0.83,,,,-0.43,0.3,0.93,,UNK,0,0,0,0,0,0,0,0,-,UNK,UNK,-,-,-,-,-,-,-,-,-
Solomon Patton,solomon-patton-1,PattSo01,Florida,SEC (East),UDFA,UDFA,WR,2014,SR,0,23,10/17/1990,8.90%,6.70%,1.10%,1.5,12%,1.35,13%,1,22,22,22.88,1,4,34,4.6,44,556,12.6,1.3,1,40.80%,40.80%,1.8,27.10%,-1.05,-1.05,-1.99,5.40%,11.10%,-21.40%,0,1.8,1.8,1.8,-1.6,0.1,0.1,-1.1,-1.6,0.2,0.2,-1,-2.5,-0.9,-0.9,-2,0.00%,40.80%,40.80%,40.80%,40.80%,40.80%,40.80%,40.80%,8.40%,8.40%,8.40%,2.80%,0.00%,27.10%,27.10%,27.11%,-16.90%,-22.50%,-15.20%,-22.10%,-1.66,0.50%,-1.60%,0.90%,-0.2,-,-,,6,8,8,12,,,0,0.08,1.75,11.89,,,0,0,0,44,,,0,0,0,556,,,0,0,0,6,,,0.00%,0.00%,0.00%,14.15%,,,0.00%,0.00%,0.00%,27.11%,,,,0.00%,0.00%,27.11%,,,,-30.10%,-31.20%,-2.80%,,,,,,5.40%,,,,,,11.10%,,,0.00%,0.00%,0.00%,54.55%,,,0.00%,0.00%,0.00%,40.83%,,,,,,40.80%,,,,,,8.40%,,,,,,20.60%,,,0,0,0.3,0.8,,,,0,0.3,0.8,,,,-0.8,-0.5,0,,,0,0,0,1.8,,,,0,0,1.8,,-,-,-2.5,-2.6,-0.9,-,,,-1.65,-1.65,0.14,,,,-1.68,-1.68,0.1,,UNK,0,0,0,0,0,0,0,0,-,UNK,UNK,0,0,0,0.00%,0.1,0,0.27,0.1,0.27
